"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"21",592656,"Ramos, Henry","209","10.0","0.000","0.000","0.000","0.000","0.000","0.114","0.103","0","4","80.5","20.0","2241","87.1","82.96","1","12","9","-4.1","6.36","114","158","111","151","302","326","294"
"21",660688,"Ruiz, Keibert","307","6.8","0.444","0.444","0.375","0.889","0.556","0.523","0.444","4","9","82.3","25.0","2229","87.5","87.36","0","14","7","-0.1","6.10","104","154","128","150","302","318","294"
"21",666931,"Oliva, Jared","152","13.8","0.250","0.000","0.500","0.250","0.314","0.192","0.064","1","4","85.6","-35.5","2260","88.3","88.76","6","12","9","0.5","6.48","105","151","111","146","305","321","284"
"21",665482,"Celestino, Gilberto","235","8.9","0.000","0.000","0.000","0.000","0.000","0.118","0.112","0","6","86.6","-20.3","2234","86.2","86.04","4","11","10","-0.2","6.04","105","153","110","148","303","325","291"
"21",519299,"Sogard, Eric","679","3.1","0.143","0.000","0.167","0.143","0.126","0.284","0.286","1","7","77.4","-1.5","2411","88.9","89.19","2","12","9","0.3","6.49","115","154","113","146","284","314","295"
"21",642221,"Wong, Kean","226","9.3","0.600","0.600","0.750","1.200","0.738","0.811","0.546","3","5","92.8","27.0","2142","89.6","89.18","3","10","11","-0.4","5.99","107","138","103","145","288","317","301"
"21",571740,"Hamilton, Billy","530","4.0","0.200","0.400","0.333","0.600","0.314","0.178","0.178","1","5","87.9","7.3","2362","85.8","86.51","4","14","7","0.7","6.63","111","147","97","143","276","309","282"
"21",664728,"Isbel, Kyle","321","6.5","0.000","0.000","0.000","0.000","0.277","0.282","0.011","0","3","65.8","53.0","2260","89.4","90.16","3","9","12","0.8","6.54","119","149","111","153","287","318","298"
"20",545121,"Vargas, Ildemaro","303","6.6","0.167","0.000","0.200","0.167","0.147","0.259","0.266","1","6","93.8","-6.6","2405","85.3","85.38","2","13","7","0.1","6.41","113","154","112","151","286","316","295"
"20",672779,"Marcano, Tucupita","188","10.6","0.000","0.000","0.000","0.000","0.115","0.287","0.212","0","5","90.7","7.0","2096","90.7","90.74","0","8","12","0.0","6.22","111","146","101","142","289","327","304"
"20",641505,"Davis, Jonathan","427","4.7","0.000","0.000","0.000","0.000","0.000","0.042","0.045","0","5","79.4","28.0","2103","85.5","85.41","5","8","12","-0.1","6.06","102","155","111","147","298","317","284"
"20",461865,"Romine, Andrew","265","7.5","0.500","0.000","0.667","0.500","0.440","0.123","0.134","2","4","62.7","4.3","2294","89.5","90.33","3","10","10","0.8","6.64","119","151","111","149","279","313","301"
"20",641561,"Fargas, Johneshwy","189","10.6","0.200","0.000","0.500","0.200","0.176","0.150","0.159","1","5","71.6","-23.0","2141","86.8","87.08","5","11","9","0.3","6.40","109","149","113","144","293","313","283"
"20",488671,"Avila, Alex","470","4.3","0.429","0.429","0.500","0.857","0.527","0.334","0.231","3","7","88.1","13.7","2168","87.5","88.03","2","8","12","0.5","6.52","112","164","130","147","299","322","299"
"19",453943,"Frazier, Todd","160","11.9","0.400","0.200","0.400","0.600","0.474","0.632","0.511","2","5","94.2","-3.8","2131","85.0","84.27","0","7","12","-0.7","5.87","102","151","118","143","300","322","292"
"19",641924,"Nottingham, Jacob","185","10.3","0.200","0.000","0.333","0.200","0.176","0.387","0.250","1","5","88.1","23.0","2171","90.6","90.73","5","10","9","0.1","6.38","113","155","125","148","305","326","293"
"18",663799,"Terry, Curtis","182","9.9","0.250","0.000","0.333","0.250","0.320","0.304","0.207","1","4","80.6","28.3","2250","83.9","83.31","1","9","9","-0.6","6.08","100","153","121","149","298","323","290"
"18",657193,"Alvarez, Eddy","283","6.4","0.000","0.000","0.000","0.000","0.353","0.507","0.289","0","2","96.1","-2.5","2004","87.9","87.02","0","6","12","-0.9","6.03","104","148","110","138","294","313","278"
"18",621006,"Martin, Richie","401","4.5","0.200","0.000","0.250","0.200","0.176","0.224","0.242","1","5","89.7","10.0","2166","91.8","92.14","1","10","8","0.3","6.52","102","153","116","150","295","317","276"
"18",642851,"Wynns, Austin","562","3.2","0.000","0.000","0.000","0.000","0.000","0.386","0.251","0","5","88.5","3.8","2151","89.5","89.97","1","7","11","0.5","6.58","98","145","116","142","303","319","287"
"18",455139,"Chirinos, Robinson","462","3.9","0.400","0.600","0.500","1.000","0.601","0.331","0.160","2","5","84.8","39.0","2112","87.5","87.40","5","10","8","-0.1","6.23","99","152","119","144","294","319","285"
"18",595453,"Wallach, Chad","292","6.2","0.250","0.250","0.500","0.500","0.310","0.052","0.033","1","4","88.8","17.0","2350","89.2","89.90","4","7","11","0.7","6.69","112","152","117","146","307","324","292"
"17",621458,"Ríos, Edwin","235","7.2","0.000","0.000","0.000","0.000","0.000","0.255","0.178","0","3","99.7","23.0","2382","85.1","85.42","4","11","6","0.3","6.45","110","152","160","148","296","321","311"
"17",543308,"Hicks, John","122","13.9","0.000","0.000","0.000","0.000","0.000","0.068","0.062","0","4","91.4","34.5","2035","88.1","88.59","5","12","5","0.5","6.54","104","151","122","147","305","327","298"
"17",605244,"Garcia, Aramis","340","5.0","0.000","0.000","0.000","0.000","0.180","0.279","0.086","0","3","73.6","3.3","2354","87.6","88.04","3","9","8","0.4","6.57","108","155","120","147","307","326","284"
"16",572863,"Garneau, Dustin","290","5.5","0.000","0.000","0.000","0.000","0.346","0.601","0.554","0","1","100.0","5.0","2235","91.0","91.42","1","9","7","0.4","6.53","115","153","121","147","296","313","283"
"16",622268,"Walton, Donovan","244","6.6","0.000","0.000","0.000","0.000","0.000","0.056","0.043","0","5","89.4","48.0","2336","89.2","89.21","1","5","11","0.0","6.27","123","152","110","154","293","321","305"
"16",425784,"Rivera, René","286","5.6","0.250","0.000","0.333","0.250","0.314","0.379","0.289","1","4","85.8","17.3","2252","84.2","83.54","2","7","9","-0.7","6.00","109","153","123","148","295","313","284"
"16",602922,"Rondón, José","377","4.2","0.200","0.000","0.200","0.200","0.176","0.200","0.214","1","5","80.0","13.8","2331","88.8","88.56","1","9","7","-0.2","6.07","111","154","115","150","305","316","288"
"15",594988,"Schebler, Scott","114","13.2","0.000","0.000","0.000","0.000","0.000","0.073","0.054","0","4","85.0","1.0","2381","85.6","85.00","6","12","3","-0.6","6.01","117","171","137","155","285","323","298"
"15",606115,"Arcia, Orlando","347","4.3","0.000","0.000","0.000","0.000","0.231","0.303","0.115","0","2","66.3","37.5","1990","87.8","88.21","1","7","8","0.4","6.59","106","146","108","141","307","317","288"
"15",554430,"Wheeler, Zack","273","5.5","0.250","0.000","0.500","0.250","0.220","0.153","0.141","1","4","95.7","5.5","2456","86.1","86.33","5","10","5","0.2","6.44","106","152","117","152","274","305","295"
"15",642082,"Sisco, Chance","316","4.7","0.000","0.000","0.000","0.000","0.000","0.078","0.082","0","4","68.9","-22.7","2375","87.1","86.61","2","6","9","-0.5","6.30","109","160","114","152","285","321","306"
"15",506703,"Sanchez, Adrián","123","12.2","0.600","0.000","0.600","0.600","0.527","0.344","0.368","3","5","75.7","24.2","2157","92.0","92.89","0","9","6","0.9","6.63","107","152","103","149","306","319","283"
"15",543309,"Higashioka, Kyle","816","1.8","0.400","0.000","0.500","0.400","0.352","0.183","0.159","2","5","93.0","6.8","2225","90.4","84.47","2","7","8","-5.9","6.04","99","152","117","144","300","329","292"
"14",642180,"Wade, Tyler","647","2.2","0.333","0.000","1.000","0.333","0.293","0.105","0.117","1","3","86.2","1.0","2273","90.4","90.24","2","6","8","-0.2","6.22","103","148","105","144","268","314","292"
"14",622569,"Reyes, Pablo","356","3.9","0.333","0.333","0.333","0.667","0.414","0.299","0.213","1","3","85.6","23.3","2045","86.9","87.13","0","3","11","0.2","6.36","98","145","113","147","297","310","282"
"14",606988,"Greiner, Grayson","344","4.1","0.250","0.000","0.333","0.250","0.220","0.155","0.171","1","4","75.1","2.0","2336","84.8","85.04","2","8","6","0.2","6.46","115","156","125","149","290","322","285"
"14",621500,"Mathisen, Wyatt","199","7.0","0.000","0.000","0.000","0.000","0.000","0.013","0.012","0","4","83.6","57.5","2291","84.3","84.62","0","5","9","0.3","6.55","112","155","124","149","309","326","293"
"14",592273,"Drury, Brandon","320","4.4","0.400","1.200","0.000","1.600","0.803","0.578","0.342","2","5","97.7","11.5","2139","85.0","85.04","2","7","7","0.0","6.34","115","155","122","147","304","327","296"
"14",663905,"Blankenhorn, Travis","93","15.1","0.000","0.000",,"0.000","0.000","0.000",,"0","3",,,"2363","89.6","89.65","5","8","6","0.1","6.26","112","158","130","145","284","317","306"
"13",613564,"Vosler, Jason","321","4.0","0.333","0.333","0.500","0.667","0.414","0.204","0.210","1","3","88.8","28.5","2381","87.2","87.70","5","8","5","0.5","6.62","107","154","123","141","300","325","303"
"13",542881,"Anderson, Tyler","145","9.0","0.000","0.000",,"0.000","0.231","0.231",,"0","2",,,"2142","87.3","87.48","6","8","5","0.2","6.42","121","150","109","150","272","294","269"
"12",663845,"Rivas, Alfonso","210","5.7","0.400","0.000","0.667","0.400","0.352","0.135","0.149","2","5","96.4","-6.3","2210","90.2","90.36","1","7","5","0.2","6.35","124","156","107","152","287","318","303"
"12",457727,"Maybin, Cameron","127","9.4","0.000","0.000","0.000","0.000","0.000","0.152","0.136","0","3","97.0","18.0","2095","85.9","86.01","4","7","5","0.1","6.36","116","154","119","149","296","318","285"
"12",669134,"Campusano, Luis","141","8.5","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"2275","89.2","89.00","4","7","5","-0.2","6.35","116","154","120","150","293","320","295"
"12",643376,"Jansen, Danny","805","1.5","0.000","0.000","0.000","0.000","0.000","0.261","0.159","0","4","73.6","13.0","2109","88.4","88.35","3","8","4","0.0","6.21","106","153","125","147","303","330","297"
"11",571918,"Marrero, Deven","87","12.6","0.000","0.000","0.000","0.000","0.000","0.003","0.003","0","2","79.4","62.0","2019","91.1","91.18","0","4","7","0.1","6.50","115","152","116","147","303","310","281"
"11",425794,"Wainwright, Adam","270","4.1","0.000","0.000",,"0.000","0.000","0.000","0.000","0","2","29.2","-24.0","2336","88.3","87.93","5","9","2","-0.4","5.92","99","145","106","144","301","306","281"
"11",666213,"Welker, Colton","173","6.4","0.000","0.000","0.000","0.000","0.000","0.003","0.003","0","2","95.6","46.0","2071","85.4","85.00","1","5","6","-0.4","6.08","104","153","123","150","297","329","289"
"11",656180,"Adams, Riley","539","2.0","0.000","0.000","0.000","0.000","0.000","0.005","0.005","0","3","95.4","59.0","2138","85.0","84.87","2","5","6","-0.1","6.08","112","153","121","150","302","326","297"
"11",656364,"Deichmann, Greg","136","8.1","0.000","0.000","0.000","0.000","0.000","0.171","0.163","0","3","89.9","18.3","2459","88.6","89.39","1","7","4","0.8","6.72","123","155","119","152","294","321","303"
"11",650968,"Pozo, Yohel","232","4.7","0.500","0.000","0.500","0.500","0.440","0.138","0.149","2","4","84.8","5.8","2175","89.5","89.33","0","7","4","-0.2","6.15","118","154","126","150","307","323","293"
"11",669394,"Burger, Jake","182","6.0","0.333","0.333","0.500","0.667","0.414","0.443","0.302","1","3","93.3","11.5","2045","86.4","86.11","0","3","8","-0.3","6.17","105","138","111","133","301","322","291"
"10",664850,"Mazeika, Patrick","326","3.1","0.800","0.000","0.800","0.800","0.703","0.483","0.497","4","5","94.1","20.0","2070","90.8","90.85","0","7","3","0.1","6.38","110","147","100","149","289","313","296"
"10",663527,"Nevin, Tyler","83","12.0","0.000","0.000","0.000","0.000","0.346","0.377","0.057","0","1","78.3","54.0","2164","90.9","91.38","1","3","7","0.5","6.59","113","155","122","150","308","327","287"
"10",656509,"Harrison, Monte","36","27.8","0.333","0.000","0.333","0.333","0.293","0.169","0.187","1","3","83.8","6.7","2252","87.4","87.71","0","5","5","0.3","6.34","109","154","118","152","303","323","300"
"10",657434,"O'Grady, Brian","272","3.7","0.000","0.000","0.000","0.000","0.000","0.129","0.130","0","3","88.0","16.0","2142","92.8","92.31","2","5","5","-0.5","6.16","105","145","118","149","301","325","295"
"10",621450,"Bolt, Skye","209","4.8","0.000","0.000","0.000","0.000","0.000","0.251","0.275","0","3","76.1","-3.3","2277","84.2","84.39","0","5","5","0.2","6.39","114","158","117","153","300","335","291"
"10",657136,"Wong, Connor","62","16.1","0.000","0.000","0.000","0.000","0.000","0.122","0.092","0","2","94.4","25.0","1840","81.3","81.59","2","3","7","0.3","6.47","105","153","124","148","282","317","295"
"10",502273,"Freeman, Mike","253","4.0","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"2594","89.2","89.57","3","3","7","0.4","6.46","126","150","120","149","284","317","296"
"10",542963,"Brantly, Rob","89","11.2","0.500","0.500","0.500","1.000","0.621","0.461","0.467","1","2","85.3","35.0","1983","86.8","87.39","2","6","4","0.6","6.82","121","153","105","146","276","323","298"
"10",489119,"Miley, Wade","165","6.1","0.000","0.000","0.000","0.000","0.346","0.478","0.292","0","1","98.2","-2.0","2475","88.0","86.93","0","5","5","-1.1","5.43","121","150","117","146","276","316","305"
"10",668663,"Barrera, Tres","417","2.4","0.250","0.000","0.250","0.250","0.220","0.182","0.197","1","4","79.6","-0.8","2264","89.3","89.09","0","5","5","-0.2","6.10","101","154","119","150","308","318","284"
"10",664041,"Davis, Jaylin","38","26.3","0.000","0.000","0.000","0.000","0.000","0.162","0.169","0","2","77.2","-51.0","2140","86.4","87.22","0","6","4","0.8","6.65","99","158","126","151","314","338","314"
"10",660620,"Araúz, Jonathan","321","3.1","0.333","0.333","0.500","0.667","0.414","0.016","0.012","1","3","83.3","48.5","1839","87.9","88.12","2","5","5","0.2","6.35","100","128","88","133","264","304","293"
"9",641583,"Fowler, Dustin","176","5.1","0.000","0.000","0.000","0.000","0.000","0.004","0.003","0","3","91.8","44.5","2208","89.5","88.62","1","4","5","-0.9","5.64","126","151","123","151","283","318","293"
"9",571431,"Adams, Matt","138","6.5","0.000","0.000","0.000","0.000","0.000","0.282","0.228","0","4","87.1","20.0","2375","87.8","88.01","1","5","4","0.2","6.34","128","180","130","156","308","332","312"
"9",666163,"Rortvedt, Ben","386","2.3","0.333","1.000","0.000","1.333","0.669","0.363","0.188","1","3","98.4","41.5","2521","87.5","67.86","3","5","4","-19.6","6.33","119","161","108","154","281","324","302"
"9",571578,"Corbin, Patrick","220","4.1","0.000","0.000","0.000","0.000","0.000","0.034","0.038","0","3","35.2","-67.0","2200","93.6","93.59","6","7","2","0.0","6.26","121","146","109","147","274","288","280"
"9",614173,"Cordero, Franchy","540","1.7","1.000","3.000",,"4.000","1.349","1.346","1.000","1","1","118.6","29.0","2348","89.9","90.62","1","5","4","0.7","6.64","116","182","127","150","284","328","302"
"9",605361,"Martini, Nick","193","4.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2473","86.6","87.03","1","5","4","0.4","6.49","87","141","102","149","275","316","288"
"9",665506,"Pache, Cristian","243","3.7","0.333","0.333","0.333","0.667","0.414","0.363","0.380","1","3","73.9","39.3","1998","84.6","84.88","0","5","4","0.3","6.60","103","152","105","147","299","322","289"
"8",657011,"Stokes Jr., Troy","76","10.5","0.000","0.000","0.000","0.000","0.000","0.347","0.364","0","3","85.2","-0.3","1814","85.7","85.53","0","4","4","-0.2","6.28","107","148","115","143","293","315","282"
"8",519222,"Romine, Austin","212","3.8","0.000","0.000","0.000","0.000","0.000","0.035","0.039","0","2","90.2","-21.0","2207","93.6","94.44","1","5","3","0.8","6.86","88","150","121","142","294","316","289"
"8",453286,"Scherzer, Max","246","3.3","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"2611","86.8","87.09","3","5","3","0.3","6.46","124","151","118","149","295","303","282"
"8",666160,"Moniak, Mickey","134","6.0","0.000","0.000","0.000","0.000","0.000","0.196","0.215","0","2","99.0","0.0","2261","86.5","85.98","3","5","3","-0.5","5.70","121","162","107","154","295","327","305"
"8",460077,"Butera, Drew","144","5.6","0.000","0.000","0.000","0.000","0.000","0.032","0.035","0","2","84.0","-3.5","2006","91.8","91.70","0","4","4","-0.1","6.28","116","152","127","149","303","319","297"
"8",621532,"Bemboom, Anthony","96","8.3","0.333","0.000","0.333","0.333","0.293","0.138","0.145","1","3","78.7","-21.0","1786","82.0","81.36","1","4","4","-0.6","5.83","122","149","107","153","282","326","294"
"8",642736,"Leyba, Domingo","356","2.2","0.000","0.000","0.000","0.000","0.000","0.231","0.235","0","4","83.9","21.3","2040","91.2","91.34","1","5","3","0.1","6.36","110","147","106","150","295","320","300"
"8",656467,"Gittens, Chris","183","4.4","0.000","0.000","0.000","0.000","0.000","0.099","0.109","0","3","68.6","-8.0","2396","89.0","89.03","1","5","3","0.0","6.20","111","154","125","152","317","331","287"
"8",534606,"LaMarre, Ryan","91","8.8","0.000","0.000","0.000","0.000","0.000","0.043","0.035","0","2","81.2","17.0","2338","90.5","90.20","0","5","3","-0.3","6.36","111","152","119","149","306","326","290"
"8",663330,"Jones, Jahmai","276","2.9","0.000","0.000","0.000","0.000","0.000","0.097","0.080","0","2","94.2","24.0","2216","88.9","88.99","2","6","2","0.1","6.51","106","154","119","148","303","322","291"
"7",665861,"Rivero, Sebastian","164","4.3","0.000","0.000",,"0.000","0.361","0.361",,"0","1",,,"2107","91.1","91.79","1","3","4","0.7","6.60","117","154","124","149","282","320","293"
"7",547172,"Wolters, Tony","125","5.6","0.000","0.000","0.000","0.000","0.000","0.136","0.150","0","2","100.0","-4.0","2440","85.1","84.74","0","1","6","-0.4","5.99","118","164","123","153","272","306","274"
"7",656821,"Padlo, Kevin","66","10.6","1.000","1.000","1.000","2.000","0.967","0.697","0.563","1","1","102.9","20.0","2170","89.7","90.63","1","3","4","0.9","6.84","108","153","116","145","295","318","289"
"7",676480,"Barrero, Jose","209","3.3","0.333","0.000","0.333","0.333","0.293","0.303","0.294","1","3","97.8","10.0","2079","87.8","88.13","0","4","3","0.3","6.37","109","150","115","148","296","322","290"
"7",615699,"Robson, Jacob","22","31.8","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"2051","88.0","87.94","4","5","2","-0.1","6.27","120","150","108","153","277","315","296"
"7",670042,"Raley, Luke","271","2.6","0.333","0.000","0.500","0.333","0.293","0.218","0.143","1","3","71.4","-13.0","2514","91.0","91.59","4","6","1","0.6","6.67","109","156","155","132","298","324","310"
"7",621005,"Lopes, Tim","46","15.2","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2372","94.4","95.01","1","3","4","0.6","6.56","116","155","125","149","302","310","284"
"7",592261,"DeShields, Delino","244","2.9","1.000","1.000","1.000","2.000","0.967","0.425","0.170","1","1","60.9","-43.5","2023","87.4","87.60","0","2","5","0.2","6.34","89","146","106","141","302","323","283"
"7",591971,"Valera, Breyvic","411","1.7","0.000","0.000","0.000","0.000","0.000","0.003","0.003","0","1","57.3","62.0","2240","90.6","89.73","0","4","3","-0.9","5.54","87","150","117","146","280","306","285"
"6",621002,"Robertson, Daniel","374","1.6","0.333","0.000","0.333","0.333","0.293","0.411","0.433","1","3","89.4","27.0","2655","85.1","84.93","0","4","2","-0.2","6.10","98","150","110","144","305","316","296"
"6",621573,"Dean, Austin","170","3.5","0.000","0.000","0.000","0.000","0.000","0.119","0.132","0","2","61.4","14.0","2421","83.0","83.05","1","3","3","0.1","6.53","88","151","120","151","303","325","290"
"6",676701,"Trejo, Alan","183","3.3","0.000","0.000","0.000","0.000","0.000","0.311","0.342","0","2","99.0","-4.0","2258","87.8","87.72","0","2","4","-0.1","6.42","116","156","119","153","308","335","296"
"6",663743,"Fortes, Nick","133","4.5","0.000","0.000","0.000","0.000","0.000","0.178","0.138","0","3","91.7","39.0","2295","79.3","78.17","0","4","2","-1.1","6.00","110","149","114","146","304","319","287"
"6",640470,"Alzolay, Adbert","99","6.1",,,,,,,,"0","0","41.9","-75.0","2620","95.2","95.98","0","3","3","0.8","6.53","60","116","76","134","277","292","264"
"6",608331,"Fried, Max","249","2.4","0.000","0.000",,"0.000","0.000","0.000","0.000","0","1","25.9","24.0","2592","88.6","89.02","2","4","2","0.4","6.65","102","139","93","140","281","303","280"
"6",623182,"Kivlehan, Patrick","46","13.0",,,,,"0.692","0.692",,"0","0",,,"2310","89.1","89.63","2","2","4","0.5","6.37","109","152","125","144","308","336","302"
"6",572204,"Thompson, Trayce","160","3.8","0.500","1.500","0.000","2.000","1.003","0.944","0.535","1","2","87.4","8.0","2042","85.8","86.05","0","3","3","0.3","6.52","93","151","122","144","300","323","292"
"6",622072,"Wood, Alex","187","3.2","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2112","89.9","88.63","1","1","5","-1.3","5.43","102","154","92","152","273","296","250"
"6",445055,"Jay, Jon","54","11.1","0.000","0.000","0.000","0.000","0.000","0.090","0.100","0","1","72.2","1.0","2403","93.6","94.48","0","5","1","0.9","6.72","105","142","106","139","266","308","291"
"6",543294,"Hendricks, Kyle","203","3.0","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"2594","83.8","83.63","2","4","2","-0.2","6.43","121","152","121","150","292","302","270"
"5",677960,"Weathers, Ryan","94","5.3","0.000","0.000","0.000","0.000","0.000","0.113","0.126","0","1","101.4","-17.0","2092","91.4","91.26","0","2","3","-0.1","6.38","122","148","117","146","271","296","252"
"5",596451,"Quinn, Roman","255","2.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2173","86.0","86.62","2","3","2","0.6","6.68","116","147","95","154","292","307","285"
"5",506433,"Darvish, Yu","217","2.3","0.500","0.500","1.000","1.000","0.621","0.290","0.277","1","2","100.8","16.0","2562","84.1","83.68","0","1","4","-0.4","6.18","121","154","117","150","295","309","274"
"5",656185,"Allen, Greg","190","2.6","0.500","0.000","1.000","0.500","0.440","0.435","0.469","1","2","76.1","18.0","2377","85.7","86.42","1","3","2","0.7","6.76","101","153","101","149","284","318","291"
"5",592351,"Gray, Jon","196","2.6","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2531","89.2","89.98","1","1","4","0.8","6.42","109","154","128","147","300","321","285"
"5",592622,"Payton, Mark","91","5.5","0.000","0.000","0.000","0.000","0.000","0.684","0.651","0","1","96.7","16.0","1993","91.0","91.60","0","2","3","0.6","6.48","88","135","91","150","289","322","288"
"5",657277,"Webb, Logan","177","2.8","0.000","0.000","0.000","0.000","0.000","0.036","0.040","0","2","73.7","-5.0","2391","91.4","90.46","1","3","2","-0.9","5.66","117","154","120","151","294","306","275"
"5",450203,"Morton, Charlie","211","2.4","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2242","89.4","89.16","2","2","3","-0.2","6.30","87","151","117","148","295","308","259"
"5",606993,"Hager, Jake","134","3.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2397","87.6","88.32","1","1","4","0.7","6.68","86","154","123","151","299","323","307"
"5",660731,"Tejeda, Anderson","65","7.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2716","86.3","85.64","2","4","1","-0.7","5.82","124","153","204","118","296","319","315"
"5",600301,"Motter, Taylor","126","4.0",,,,,"0.692","0.692",,"0","0",,,"2113","89.9","88.84","0","0","5","-1.1","5.86","86","149","114","144","287","318","293"
"5",663559,"Falter, Bailey","23","21.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2148","83.1","82.88","2","4","1","-0.2","6.00","121","151","106","149","282","296","253"
"5",664314,"Florial, Estevan","110","4.5","1.000","1.000","1.000","2.000","1.242","0.498","0.486","1","1","96.6","17.0","2006","91.0","92.28","1","2","3","1.3","6.78","116","151","114","152","277","324","303"
"5",641154,"López, Pablo","125","4.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2128","88.3","87.86","2","3","2","-0.4","5.98","87","150","119","147","276","300","299"
"5",592332,"Gausman, Kevin","234","2.1","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2494","89.8","89.90","0","0","5","0.1","6.24","123","157","116","153","273","309","301"
"5",547001,"Poteet, Cody","36","13.9","0.000","0.000","0.000","0.000","0.000","0.730","0.783","0","1","97.6","10.0","2508","89.4","89.44","0","2","3","0.0","6.32","120","154","114","151","287","303","263"
"5",641778,"Lauer, Eric","136","3.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2231","88.2","88.24","1","2","3","0.0","6.40","89","145","122","146","281","291","247"
"5",596117,"Stubbs, Garrett","114","4.4","0.500","0.000","0.500","0.500","0.440","0.287","0.307","1","2","71.7","23.5","2278","91.7","91.26","2","4","1","-0.4","6.16","108","159","102","151","277","327","297"
"5",660546,"Díaz, Yennsy","5","100.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2348","94.4","93.98","0","0","5","-0.4","6.40","118","154","119","152","280","296","267"
"5",518516,"Bumgarner, Madison","242","2.1","1.000","0.000","1.000","1.000","0.879","0.169","0.186","1","1","78.6","28.0","2517","90.3","91.52","0","2","3","1.2","7.16","113","151","113","149","297","311","279"
"4",592863,"Williams, Mason","128","3.1","0.000","0.000","0.000","0.000","0.000","0.102","0.112","0","1","62.8","-1.0","2284","87.7","87.38","0","1","3","-0.3","6.20","125","152","106","156","286","323","307"
"4",594798,"deGrom, Jacob","102","3.9","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"1980","84.0","83.90","2","3","1","-0.1","6.30","127","173","96","155","293","314","305"
"4",595928,"Curtiss, John","16","25.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"1936","85.9","85.75","2","3","1","-0.1","6.20","115","151","110","155","273","292","265"
"4",593528,"Bonifacio, Jorge","46","8.7","0.500","0.000","0.500","0.500","0.440","0.212","0.218","1","2","47.1","-35.5","2187","89.9","90.13","0","2","2","0.2","6.58","119","151","116","148","315","332","291"
"4",666137,"Lee, Khalil","78","5.1","0.000","0.000","0.000","0.000","0.000","0.054","0.060","0","1","62.3","-33.0","2044","92.1","92.45","0","3","1","0.4","6.63","117","150","108","154","287","310","304"
"4",605452,"Ross, Joe","152","2.6",,,,,,,,"0","0","29.1","-70.0","2340","83.4","82.73","0","1","3","-0.7","5.75","82","129","75","143","284","288","270"
"4",628711,"Urías, Julio","226","1.8","0.000","0.000","0.000","0.000","0.000","0.010","0.010","0","2","79.9","40.0","2743","82.8","82.43","3","4","0","-0.4","6.03","115","147","100","149","283","298","290"
"4",664199,"Clarke, Taylor","12","33.3","1.000","0.000","1.000","1.000","0.879","0.156","0.157","1","1","79.8","1.0","2180","92.4","92.13","1","2","2","-0.3","6.55","118","154","114","148","293","311","279"
"4",543432,"Lavarnway, Ryan","109","3.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2067","92.2","92.93","0","1","3","0.7","6.58","111","154","124","141","293","315","295"
"4",665561,"Marchan, Rafael","193","2.1","0.500","1.500","0.000","2.000","1.003","0.431","0.314","1","2","95.8","1.5","2177","92.4","93.05","0","2","2","0.7","6.53","86","147","116","143","326","319","281"
"4",622503,"Crismatt, Nabil","31","12.9","0.000","0.000","0.000","0.000","0.000","0.051","0.057","0","1","60.3","-12.0","2044","91.5","92.23","0","1","3","0.7","6.68","85","135","116","148","280","291","259"
"4",605540,"Woodruff, Brandon","228","1.8","0.000","0.000","0.000","0.000","0.000","0.109","0.109","0","1","51.5","-73.0","2299","84.9","83.78","0","3","1","-1.1","5.73","79","127","77","132","282","291","279"
"4",519306,"Souza Jr., Steven","147","2.7","0.000","0.000","0.000","0.000","0.000","0.080","0.070","0","1","70.3","-34.0","2228","96.2","97.80","0","1","3","1.6","7.08","87","149","113","140","303","322","297"
